issue,rule,path,baseline_line,disposition,evidence
AaCOzarckcuVuZeQceRM,python:S1172,scripts/complex_validation/randomized_roundtrip.py,155,implemented_pending_remote_scan,Behavior-preserving source change; package regression suite and independent review passed.
AaCOzarckcuVuZeQceRP,python:S1172,scripts/complex_validation/randomized_roundtrip.py,213,implemented_pending_remote_scan,Behavior-preserving source change; package regression suite and independent review passed.
AaCOzardkcuVuZeQceRT,python:S7519,scripts/complex_validation/randomized_roundtrip.py,296,implemented_pending_remote_scan,Behavior-preserving source change; package regression suite and independent review passed.
AaCOzardkcuVuZeQceRU,python:S1172,scripts/complex_validation/randomized_roundtrip.py,302,implemented_pending_remote_scan,Behavior-preserving source change; package regression suite and independent review passed.
AaCOzardkcuVuZeQceRV,python:S2245,scripts/complex_validation/randomized_roundtrip.py,329,false_positive_pending_remote,"This seeded PRNG selects reproducible schema-validation rounds and generated fixture values. The script prints each round seed so a failure can be replayed. It is never used for credentials, tokens, cryptographic keys or authorization decisions; cryptographic randomness would destroy deterministic replay."
AaCVnm4Ak0u9GTZlJln3,python:S3776,scripts/complex_validation/run_validation.py,58,implemented_pending_remote_scan,Behavior-preserving source change; package regression suite and independent review passed.
AaCVnm4Ak0u9GTZlJln4,python:S3776,scripts/complex_validation/run_validation.py,144,implemented_pending_remote_scan,Behavior-preserving source change; package regression suite and independent review passed.
AaCO6Z7tNM_GaF89D4U_,python:S1192,scripts/complex_validation/smoke_test.py,70,implemented_pending_remote_scan,Behavior-preserving source change; package regression suite and independent review passed.
AaCO6Z7tNM_GaF89D4VA,python:S1192,scripts/complex_validation/smoke_test.py,90,implemented_pending_remote_scan,Behavior-preserving source change; package regression suite and independent review passed.
AaCOzaRHkcuVuZeQceBV,python:S107,src/sqlseed/__init__.py,41,deferred_by_user,User explicitly requested recording this parameter-count finding for later joint review. Keep the public fill signature unchanged and leave the Sonar issue open; do not mark it False Positive or Accepted.
AaCOzaQ6kcuVuZeQceBU,python:S1192,src/sqlseed/config/loader.py,78,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzaQjkcuVuZeQceBN,python:S3776,src/sqlseed/core/check_adapt.py,120,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-cognitive.json; /tmp/sqlseed-sonar-core-differential.json; /tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzaQjkcuVuZeQceBO,python:S7519,src/sqlseed/core/check_adapt.py,235,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzaO1kcuVuZeQceA7,python:S3776,src/sqlseed/core/check_parser.py,456,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-cognitive.json; /tmp/sqlseed-sonar-core-differential.json; /tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzaPDkcuVuZeQceA8,python:S2245,src/sqlseed/core/expression.py,70,false_positive_pending_remote,"These random_int/random_float functions generate synthetic row expression values, not security-sensitive values. The flagged SAFE_FUNCTIONS entries intentionally provide the unseeded compatibility path; seeded ExpressionEngine instances override them with their own random.Random methods. Cryptographic randomness is unnecessary and would break the documented seeded replay behavior."
AaCOzaPDkcuVuZeQceA9,python:S2245,src/sqlseed/core/expression.py,71,false_positive_pending_remote,"These random_int/random_float functions generate synthetic row expression values, not security-sensitive values. The flagged SAFE_FUNCTIONS entries intentionally provide the unseeded compatibility path; seeded ExpressionEngine instances override them with their own random.Random methods. Cryptographic randomness is unnecessary and would break the documented seeded replay behavior."
AaCOzaQrkcuVuZeQceBQ,python:S7504,src/sqlseed/core/features.py,205,implemented_pending_remote_scan,"Replace repeated snapshots/fixed-point rescans with an explicit deque of newly discovered FK parents. The scope set deduplicates enqueue operations, so each table metadata is read once; None passthrough, sorted closure, missing tables and exception propagation remain unchanged."
AaCOzaQrkcuVuZeQceBS,python:S1172,src/sqlseed/core/features.py,383,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzaQakcuVuZeQceBE,python:S1313,src/sqlseed/core/mapper.py,261,false_positive_pending_remote,"10.0.0.0/8 is a generated PostgreSQL CIDR column sample in the type-to-generator mapping. It is inserted as synthetic row data; it is not a network endpoint, binding address or outbound request destination. The infrastructure-configurability risk of hard-coded IP addresses therefore does not apply."
AaCOzaQakcuVuZeQceBF,python:S1313,src/sqlseed/core/mapper.py,262,false_positive_pending_remote,"172.16.0.0/12 is a generated PostgreSQL CIDR column sample in the type-to-generator mapping. It is inserted as synthetic row data; it is not a network endpoint, binding address or outbound request destination. The infrastructure-configurability risk of hard-coded IP addresses therefore does not apply."
AaCOzaQakcuVuZeQceBG,python:S1313,src/sqlseed/core/mapper.py,263,false_positive_pending_remote,"192.168.0.0/16 is a generated PostgreSQL CIDR column sample in the type-to-generator mapping. It is inserted as synthetic row data; it is not a network endpoint, binding address or outbound request destination. The infrastructure-configurability risk of hard-coded IP addresses therefore does not apply."
AaCOzaQakcuVuZeQceBH,python:S1313,src/sqlseed/core/mapper.py,264,false_positive_pending_remote,"10.0.0.0/24 is a generated PostgreSQL CIDR column sample in the type-to-generator mapping. It is inserted as synthetic row data; it is not a network endpoint, binding address or outbound request destination. The infrastructure-configurability risk of hard-coded IP addresses therefore does not apply."
AaCOzaQakcuVuZeQceBI,python:S1313,src/sqlseed/core/mapper.py,265,false_positive_pending_remote,"172.16.0.0/24 is a generated PostgreSQL CIDR column sample in the type-to-generator mapping. It is inserted as synthetic row data; it is not a network endpoint, binding address or outbound request destination. The infrastructure-configurability risk of hard-coded IP addresses therefore does not apply."
AaCOzaQakcuVuZeQceBJ,python:S1313,src/sqlseed/core/mapper.py,266,false_positive_pending_remote,"192.168.1.0/24 is a generated PostgreSQL CIDR column sample in the type-to-generator mapping. It is inserted as synthetic row data; it is not a network endpoint, binding address or outbound request destination. The infrastructure-configurability risk of hard-coded IP addresses therefore does not apply."
AaCOzaQakcuVuZeQceBK,python:S5886,src/sqlseed/core/mapper.py,457,false_positive_pending_remote,"dataclasses.replace returns a new object of the same concrete dataclass type as its input. Here the input is a GeneratorSpec, so the result satisfies the annotated GeneratorSpec boundary. This is not a DataclassInstance value of a different runtime type. Keeping the standard replacement operation also preserves fields not explicitly changed. Strict mypy and an independent runtime type/field-preservation probe confirm the contract."
AaCVnl5ak0u9GTZlJlm3,python:S3776,src/sqlseed/core/mapper.py,460,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-cognitive.json; /tmp/sqlseed-sonar-core-differential.json; /tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCVnl0Ck0u9GTZlJlm2,python:S3776,src/sqlseed/core/orchestrator/_specs.py,204,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-cognitive.json; /tmp/sqlseed-sonar-core-differential.json; /tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzaONkcuVuZeQceAn,python:S3776,src/sqlseed/core/relation.py,210,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-cognitive.json; /tmp/sqlseed-sonar-core-differential.json; /tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzaONkcuVuZeQceAo,python:S3776,src/sqlseed/core/relation.py,402,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-cognitive.json; /tmp/sqlseed-sonar-core-differential.json; /tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzaONkcuVuZeQceAq,python:S1244,src/sqlseed/core/relation.py,493,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzaONkcuVuZeQceAs,python:S1244,src/sqlseed/core/relation.py,553,false_positive_pending_remote,"null_ratio == 1.0 means every generated value is NULL. This value is an exact input/configuration sentinel, not the result of rounding-sensitive arithmetic. Approximate equality would incorrectly classify probabilities immediately below 1.0 as all-NULL and alter conditional foreign-key repair."
AaCOzaONkcuVuZeQceAr,python:S3776,src/sqlseed/core/relation.py,563,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-cognitive.json; /tmp/sqlseed-sonar-core-differential.json; /tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzaN8kcuVuZeQceAm,python:S3776,src/sqlseed/core/schema_fallback.py,125,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-cognitive.json; /tmp/sqlseed-sonar-core-differential.json; /tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzaOskcuVuZeQceAu,python:S1940,src/sqlseed/core/stream.py,100,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzaOskcuVuZeQceAv,python:S1940,src/sqlseed/core/stream.py,102,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzaOskcuVuZeQceAw,python:S1940,src/sqlseed/core/stream.py,104,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzaOskcuVuZeQceAx,python:S1940,src/sqlseed/core/stream.py,105,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzaOskcuVuZeQceAz,python:S3776,src/sqlseed/core/stream.py,307,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-cognitive.json; /tmp/sqlseed-sonar-core-differential.json; /tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzaOskcuVuZeQceA0,python:S3776,src/sqlseed/core/stream.py,397,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-cognitive.json; /tmp/sqlseed-sonar-core-differential.json; /tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzaOskcuVuZeQceA4,python:S3358,src/sqlseed/core/stream.py,745,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzaPQkcuVuZeQceA-,python:S5886,src/sqlseed/core/unique_adjuster.py,133,false_positive_pending_remote,"dataclasses.replace returns a new object of the same concrete dataclass type as its input. Here the input is a GeneratorSpec, so the result satisfies the annotated GeneratorSpec boundary. This is not a DataclassInstance value of a different runtime type. Keeping the standard replacement operation also preserves fields not explicitly changed. Strict mypy and an independent runtime type/field-preservation probe confirm the contract."
AaCRco4dtyo-iTRYo9rA,python:S3776,src/sqlseed/core/unique_adjuster.py,135,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-cognitive.json; /tmp/sqlseed-sonar-core-differential.json; /tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzaPQkcuVuZeQceA_,python:S5886,src/sqlseed/core/unique_adjuster.py,163,false_positive_pending_remote,"dataclasses.replace returns a new object of the same concrete dataclass type as its input. Here the input is a GeneratorSpec, so the result satisfies the annotated GeneratorSpec boundary. This is not a DataclassInstance value of a different runtime type. Keeping the standard replacement operation also preserves fields not explicitly changed. Strict mypy and an independent runtime type/field-preservation probe confirm the contract."
AaCRco4dtyo-iTRYo9q_,python:S5886,src/sqlseed/core/unique_adjuster.py,182,false_positive_pending_remote,"dataclasses.replace returns a new object of the same concrete dataclass type as its input. Here the input is a GeneratorSpec, so the result satisfies the annotated GeneratorSpec boundary. This is not a DataclassInstance value of a different runtime type. Keeping the standard replacement operation also preserves fields not explicitly changed. Strict mypy and an independent runtime type/field-preservation probe confirm the contract."
AaCOzaPQkcuVuZeQceBA,python:S5886,src/sqlseed/core/unique_adjuster.py,200,false_positive_pending_remote,"dataclasses.replace returns a new object of the same concrete dataclass type as its input. Here the input is a GeneratorSpec, so the result satisfies the annotated GeneratorSpec boundary. This is not a DataclassInstance value of a different runtime type. Keeping the standard replacement operation also preserves fields not explicitly changed. Strict mypy and an independent runtime type/field-preservation probe confirm the contract."
AaCRco4dtyo-iTRYo9rB,python:S3776,src/sqlseed/core/unique_adjuster.py,219,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-cognitive.json; /tmp/sqlseed-sonar-core-differential.json; /tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzaPQkcuVuZeQceBB,python:S5886,src/sqlseed/core/unique_adjuster.py,284,false_positive_pending_remote,"dataclasses.replace returns a new object of the same concrete dataclass type as its input. Here the input is a GeneratorSpec, so the result satisfies the annotated GeneratorSpec boundary. This is not a DataclassInstance value of a different runtime type. Keeping the standard replacement operation also preserves fields not explicitly changed. Strict mypy and an independent runtime type/field-preservation probe confirm the contract."
AaCOzaPQkcuVuZeQceBD,python:S3776,src/sqlseed/core/unique_adjuster.py,292,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-cognitive.json; /tmp/sqlseed-sonar-core-differential.json; /tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzaMbkcuVuZeQceAX,python:S1172,src/sqlseed/database/_base_adapter.py,104,false_positive_pending_remote,"get_unique_constraints(table_name) implements the shared DatabaseAdapter contract. Raw SQLite already reports UNIQUE constraints through PRAGMA index_list, so its supplementary constraint method intentionally returns an empty list for every table. Keeping the table_name keyword preserves structural substitutability and keyword callers; it is not a removable application parameter."
AaCOzaMikcuVuZeQceAY,python:S6353,src/sqlseed/database/_bulk_optimizer.py,28,implemented_pending_remote_scan,"Compile ^\w+$ with re.ASCII; preserve the original match and anchors, including terminal-newline semantics. Non-ASCII and injection-shaped values remain rejected."
AaCOzaMikcuVuZeQceAZ,python:S1172,src/sqlseed/database/_bulk_optimizer.py,138,false_positive_pending_remote,"PostgresBulkOptimizer.optimize(expected_rows) implements BulkWriteOptimizer. PostgreSQL session optimization is independent of the row count, while the SQLite implementation uses this same argument. Shared callers pass expected_rows by keyword, so removing or renaming it breaks the protocol. The unused value is an implementation-specific consequence of a valid common interface."
AaCOzaKJkcuVuZeQceAW,python:S8786,src/sqlseed/database/_type_normalizer.py,26,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzaMxkcuVuZeQceAa,python:S6353,src/sqlseed/database/raw_sqlite_adapter.py,252,implemented_pending_remote_scan,Use [A-Za-z_]\w* with re.ASCII local to this findall call; preserve ASCII first-character and suffix grammar.
AaCOzaM8kcuVuZeQceAb,python:S1192,src/sqlseed/database/sqlalchemy_adapter.py,234,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzaM8kcuVuZeQceAd,python:S6353,src/sqlseed/database/sqlalchemy_adapter.py,863,implemented_pending_remote_scan,Use [A-Za-z_]\w* with re.ASCII local to this findall call; preserve ASCII first-character and suffix grammar.
AaCOzaNQkcuVuZeQceAh,python:S1172,src/sqlseed/generators/base_provider.py,240,false_positive_pending_remote,BaseProvider._gen_phone intentionally accepts the mask keyword used by the shared generator dispatch and by the Faker/Mimesis overrides. The base provider supplies deterministic placeholder values and its existing docstring explicitly documents why mask is ignored. Removing or renaming this parameter breaks method(**params) calls. This also falls under the rule documentation exception for parameters already explained in the method docstring.
AaCOzaNQkcuVuZeQceAf,python:S1192,src/sqlseed/generators/base_provider.py,496,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzaNQkcuVuZeQceAg,python:S1192,src/sqlseed/generators/base_provider.py,506,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzaNQkcuVuZeQceAe,python:S1192,src/sqlseed/generators/base_provider.py,515,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzamzkcuVuZeQceP7,python:S8997,tests/integration/test_ai_real_llm.py,250,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzamzkcuVuZeQceP8,python:S8997,tests/integration/test_ai_real_llm.py,260,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzamrkcuVuZeQceP6,python:S5778,tests/integration/test_pg_bulk_integrity.py,22,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzamkkcuVuZeQceP5,python:S5778,tests/integration/test_pg_case_sensitive_schema.py,32,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzam6kcuVuZeQceP9,python:S9073,tests/integration/test_pg_driver_selection.py,36,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzapwkcuVuZeQceQ6,python:S5778,tests/test_config/test_normalization_and_save_regressions.py,45,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzapwkcuVuZeQceQ7,python:S5778,tests/test_config/test_normalization_and_save_regressions.py,52,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzap9kcuVuZeQceQ8,python:S5778,tests/test_config/test_snapshot.py,72,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzantkcuVuZeQceQR,python:S5778,tests/test_core/test_check_adapt.py,52,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzantkcuVuZeQceQS,python:S5778,tests/test_core/test_check_adapt.py,114,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzantkcuVuZeQceQT,python:S5778,tests/test_core/test_check_adapt.py,146,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzantkcuVuZeQceQU,python:S5778,tests/test_core/test_check_adapt.py,197,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzantkcuVuZeQceQV,python:S5778,tests/test_core/test_check_adapt.py,202,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzandkcuVuZeQceQG,python:S9073,tests/test_core/test_check_length_equality.py,64,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
AaCOzandkcuVuZeQceQH,python:S9073,tests/test_core/test_check_length_equality.py,65,implemented_pending_remote_scan,/tmp/sqlseed-sonar-core-ruff.txt; /tmp/sqlseed-sonar-core-mypy.txt; /tmp/sqlseed-sonar-core-pylint.txt; /tmp/sqlseed-sonar-core-ruff-final.txt; /tmp/sqlseed-sonar-core-format-final.txt; /tmp/sqlseed-sonar-core-pylint-final.txt
